// Forbidden Items Database
// Defines restrictions on equipment, items, and cards in map types and zones.
//
// Structure of Database:
// ItemID,Flag
//
// Legend for 'Flag' field (bitmask):
// 1    - restricted in normal maps
// 2    - restricted in PVP
// 4    - restricted in GVG
// 8    - restricted in Battlegrounds
// 16   - restricted in WOE:TE castles
// Restricted zones - configured by 'restricted <number>' mapflag
// 32   - restricted in zone 1
// 64   - restricted in zone 2
// 128  - restricted in zone 3
// 256  - restricted in zone 4
// 512  - restricted in zone 5
// 1024 - restricted in zone 6
// 2048 - restricted in zone 7
// 4096 - restricted in zone 8
//
// Passing negative value as flag will unset the flag instead.
//
// Examples:
// 1201,1   // Knife can't be worn on normal maps
// 608,4    // Yggdrasil Seed can't be consumed in both GvG and WoE Castles
// 4174,6   // Deviling Card has no effect in every PVP or GVG map, and during WoE
// 501,32   // Red Potion can't be consumed on maps marked as 'restricted zone 1'
// 519,322  // Milk can't be consumed in PVP and maps marked as 'restricted zone 2' or 'restricted zone 4' (256+64+2)
// 519,-2   // Unset `restricted in PVP` flag from Milk. Making it usable in PVP again.

//----------------------------------------------------------------------------
// Normal maps
//----------------------------------------------------------------------------
40050,1	//Woe_Str_Dish10_
40051,1	//Woe_Agi_Dish10_
40052,1	//Woe_Int_Dish10_
40053,1	//Woe_Dex_Dish10_
40054,1	//Woe_Luk_Dish10_
40055,1	//Woe_Vit_Dish10_
40056,1	//BG_Str_Dish10_
40057,1	//BG_Agi_Dish10_
40058,1	//BG_Int_Dish10_
40059,1	//BG_Dex_Dish10_
40060,1	//BG_Luk_Dish10_
40061,1	//BG_Vit_Dish10_
19489,1	//WoE Pomegranate Fruit

//----------------------------------------------------------------------------
// PVP
//----------------------------------------------------------------------------
14529,2	//Greed_Scroll
12887,2	//Wing_Of_Fly_Infinite
40050,2	//Woe_Str_Dish10_
40051,2	//Woe_Agi_Dish10_
40052,2	//Woe_Int_Dish10_
40053,2	//Woe_Dex_Dish10_
40054,2	//Woe_Luk_Dish10_
40055,2	//Woe_Vit_Dish10_
40056,2	//BG_Str_Dish10_
40057,2	//BG_Agi_Dish10_
40058,2	//BG_Int_Dish10_
40059,2	//BG_Dex_Dish10_
40060,2	//BG_Luk_Dish10_
40061,2	//BG_Vit_Dish10_
19489,2	//WoE Pomegranate Fruit

//----------------------------------------------------------------------------
// GVG
//----------------------------------------------------------------------------
12218,4	//Assumptio_5_Scroll
14529,4	//Greed_Scroll
14590,4	//Pty_Assumptio_Scroll
12887,4	//Wing_Of_Fly_Infinite
40056,4	//BG_Str_Dish10_
40057,4	//BG_Agi_Dish10_
40058,4	//BG_Int_Dish10_
40059,4	//BG_Dex_Dish10_
40060,4	//BG_Luk_Dish10_
40061,4	//BG_Vit_Dish10_


//----------------------------------------------------------------------------
// Battlegrounds
//----------------------------------------------------------------------------
12218,8	//Assumptio_5_Scroll
14590,8	//Pty_Assumptio_Scroll
12887,8	//Wing_Of_Fly_Infinite
40050,8	//Woe_Str_Dish10_
